Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
CASC,"LC-101, Wenchang Satellite Launch Center, China",03-11-2016,12:42:00,Long March 5/YZ-2,Shijian-17,Active,,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",09-11-2016,23:42:00,Long March 11,"XPNAV 1, Xiaoxiang 1 & Others",Active,5.3,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",11-11-2016,18:30:00,Atlas V 401,WorldView-4,Active,109,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",11-11-2016,23:14:00,Long March 2D,Yunhai-1,Active,29.75,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",17-11-2016,13:06:00,Ariane 5 ES,Galileo FOC FM7/FM12-FM14,Retired,,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",17-11-2016,20:20:00,Soyuz FG,Soyuz MS-03,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",19-11-2016,23:42:00,Atlas V 541,GOES-R (GOES-16),Active,145,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",22-11-2016,15:24:00,Long March 3C/E,Tianlian I-04,Active,20,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",01-12-2016,14:52:00,Soyuz U,Progress MS-04,Retired,,Failure
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",05-12-2016,13:51:00,Vega,G??kt??rk-1A,Active,37,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",07-12-2016,04:54:00,PSLV-XL,Resourcesat-2A,Active,31,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",07-12-2016,23:53:00,"Delta IV Medium+ (5,4)",WGS-8,Retired,,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",09-12-2016,13:26:00,H-IIB,HTV-6,Retired,112.5,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",10-12-2016,16:11:00,Long March 3B/E,Fengyun 4A,Active,29.15,Success
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",15-12-2016,13:37:00,Pegasus XL,CYGNSS,Active,40,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",18-12-2016,19:13:00,Atlas V 431,EchoStar 19,Retired,130,Success
JAXA,"Mu Pad, Uchinoura Space Center, Japan",20-12-2016,11:00:00,Epsilon,ERG,Active,,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",21-12-2016,19:22:00,Long March 2D,"TanSat & Spark 1, 2",Active,29.75,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",21-12-2016,20:30:00,Ariane 5 ECA,"Star One D1, JCSAT-15",Active,200,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",28-12-2016,03:23:00,Long March 2D,"SuperView-1 1, 2 & Bayi Kepu 1",Active,29.75,Partial Failure
CASC,"LC-2, Xichang Satellite Launch Center, China",05-01-2017,15:18:00,Long March 3B/E,TJS 2,Active,29.15,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",09-01-2017,04:11:00,Kuaizhou 1A,"Jilin-1 03, Caton-1 & Xingyun Shiyan 1",Active,5.8,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",14-01-2017,17:54:00,Falcon 9 Block 3,Iridium-1,Retired,62,Success
JAXA,"Uchinoura Space Center, Japan",14-01-2017,23:33:00,SS-520,TRICOM-1,Active,,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",21-01-2017,00:42:00,Atlas V 401,SBIRS GEO-3,Active,109,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",24-01-2017,07:44:00,H-IIA 204,DSN-2,Active,,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",28-01-2017,01:03:00,Soyuz ST-B/Fregat-MT,Hispasat AG1,Active,30,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",14-02-2017,21:39:00,Ariane 5 ECA,Intelsat 32e/SkyBrasil-1 & Telkom-3S,Active,200,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",15-02-2017,03:58:00,PSLV-XL,Cartosat-2D & Rideshares,Active,31,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",19-02-2017,14:39:00,Falcon 9 Block 3,CRS-10,Retired,62,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",22-02-2017,05:58:00,Soyuz U,Progress MS-05 (66P),Retired,,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",01-03-2017,17:49:00,Atlas V 401,NROL-79,Active,109,Success
CASIC,"Site 95, Jiuquan Satellite Launch Center, China",02-03-2017,23:53:00,Kaituozhe 2,Tiankun-1,Active,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",07-03-2017,01:49:00,Vega,Sentinel 2B,Active,37,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",16-03-2017,06:00:00,Falcon 9 Block 3,Echostar 23,Retired,62,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",17-03-2017,01:20:00,H-IIA 202,IGS-Radar 5,Active,90,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",19-03-2017,00:18:00,"Delta IV Medium+ (5,4)",WGS-9,Retired,,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",30-03-2017,22:27:00,Falcon 9 Block 3,SES-10,Retired,62,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",12-04-2017,11:04:00,Long March 3B/E,Shijian 13,Active,29.15,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",18-04-2017,15:11:00,Atlas V 401,CRS OA-7,Active,109,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",20-04-2017,07:13:00,Soyuz FG,Soyuz MS-04 (50S),Retired,,Success
CASC,"LC-201, Wenchang Satellite Launch Center, China",20-04-2017,11:41:00,Long March 7/YZ-1A,Tianzhou 1,Active,,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",01-05-2017,11:15:00,Falcon 9 Block 3,NROL-76,Retired,62,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",04-05-2017,21:50:00,Ariane 5 ECA,"Koreasat 7, SGDC-1",Active,200,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",05-05-2017,11:27:00,GSLV Mk II,GSAT-9,Active,47,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",15-05-2017,23:21:00,Falcon 9 Block 3,Inmarsat-5 F4,Retired,62,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",18-05-2017,11:54:00,Soyuz ST-A/Fregat-M,SES-15,Active,30,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",25-05-2017,04:20:00,Electron,It's a Test,Active,7.5,Failure
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",25-05-2017,06:33:00,Soyuz 2.1b/Fregat-M,EKS-2,Active,25,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",01-06-2017,00:17:00,H-IIA 202,QZS-2,Active,90,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",01-06-2017,23:45:00,Ariane 5 ECA,"ViaSat 2, Eutelsat 172B",Active,200,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",03-06-2017,21:07:00,Falcon 9 Block 3,CRS-11,Retired,62,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",05-06-2017,11:58:00,GSLV Mk III,GSAT-19,Active,62,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",08-06-2017,03:45:00,Proton-M/Briz-M,Echostar 21,Active,65,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14-06-2017,09:20:00,Soyuz 2.1a,Progress MS-06 (67P),Active,17.42,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",15-06-2017,03:15:00,Long March 4B,HXMT & Others,Active,64.68,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",18-06-2017,16:12:00,Long March 3B/E,ChinaSat 9A,Active,29.15,Partial Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",23-06-2017,03:59:00,PSLV-XL,Cartosat-2E & Rideshares,Active,31,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",23-06-2017,18:04:00,Soyuz 2.1v/Volga,"Cosmos 2519, 2521 and 2523",Active,,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",23-06-2017,19:10:00,Falcon 9 Block 3,BulgariaSat-1,Retired,62,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",25-06-2017,20:25:00,Falcon 9 Block 3,Iridium-2,Retired,62,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",28-06-2017,21:15:00,Ariane 5 ECA,"Hellas Sat 3-Inmarsat S EAN, GSAT-17",Active,200,Success
CASC,"LC-101, Wenchang Satellite Launch Center, China",02-07-2017,11:23:00,Long March 5,Shijian-18,Active,,Failure
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",05-07-2017,20:25:00,Falcon 9 Block 3,Intelsat 35e,Retired,62,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14-07-2017,06:36:00,Soyuz 2.1a/Fregat,Kanopus-V IK & Rideshares,Active,48.5,Partial Failure
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",27-07-2017,,Simorgh,Test Flight,Active,,Failure
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",28-07-2017,15:41:00,Soyuz FG,Soyuz MS-05 (51S),Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",02-08-2017,01:58:00,Vega,OPSAT 3000 & VEN†æS,Active,37,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12-08-2017,21:17:00,Soyuz FG,Soyuz MS-06 (52S),Retired,,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",14-08-2017,16:31:00,Falcon 9 Block 4,CRS-12,Retired,62,Success
VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",16-08-2017,22:07:00,Proton-M/Briz-M,Blagovest-11L,Active,65,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",18-08-2017,12:29:00,Atlas V 401,TDRS-M (TDRS-13),Active,109,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",19-08-2017,05:29:00,H-IIA 204,QZS-3,Active,,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",22-08-2017,00:02:00,Soyuz 2.1b/Fregat-M,GLONASS-M No.52S,Active,25,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",24-08-2017,18:51:00,Falcon 9 Block 3,Formosat-5,Retired,62,Success
Northrop,"SLC-46, Cape Canaveral AFS, Florida, USA",25-08-2017,06:04:00,Minotaur IV,ORS-5,Active,46,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",31-08-2017,13:30:00,PSLV-XL,IRNSS-1H,Active,31,Failure
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",07-09-2017,14:00:00,Falcon 9 Block 4,OTV-5,Retired,62,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",11-09-2017,19:23:00,Proton-M/Briz-M,Amazonas 5,Active,65,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",24-09-2017,05:49:00,Atlas V 541,NROL-42,Active,145,Success
VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",28-09-2017,18:52:00,Proton-M/Briz-M,AsiaSat 9,Active,65,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",29-09-2017,04:21:00,Long March 2C,"Yaogan-30 A, B & C",Active,30.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",29-09-2017,21:56:00,Ariane 5 ECA,"Intelsat 37e, BSAT-4a",Active,200,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",09-10-2017,04:13:00,Long March 2D,VRSS-2,Active,29.75,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",09-10-2017,12:37:00,Falcon 9 Block 4,Iridium-3,Retired,62,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",09-10-2017,22:01:00,H-IIA 202,QZS-4,Active,90,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",11-10-2017,22:53:00,Falcon 9 Block 3,SES-11 / EchoStar 105,Retired,62,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",13-10-2017,09:27:00,Rokot/Briz KM,Sentinel-5P,Retired,41.8,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14-10-2017,08:46:00,Soyuz 2.1a,Progress MS-07 (68P),Active,17.42,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",15-10-2017,07:28:00,Atlas V 421,NROL-52,Active,123,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",30-10-2017,19:34:00,Falcon 9 Block 4,Koreasat 5A,Retired,62,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",31-10-2017,21:37:00,Minotaur C (Taurus),SkySat & Flock-3m,Active,45,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",05-11-2017,11:45:00,Long March 3B/YZ-1,BeiDou-3 M1 & M2,Active,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",08-11-2017,01:42:00,Vega,Mohammed VI-A,Active,37,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",12-11-2017,12:19:00,Antares 230,CRS OA-8E,Retired,85,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",14-11-2017,18:35:00,Long March 4C,Fengyun 3D,Active,64.68,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",18-11-2017,09:47:00,Delta II 7920-10C,JPSS-1,Retired,,Success
CASC,"LC-16, Taiyuan Satellite Launch Center, China",21-11-2017,04:50:00,Long March 6,"Jilin-1 Video 04, 05 & 06",Active,19,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",24-11-2017,18:10:00,Long March 2C,"Yaogan-30 D, E, & F",Active,30.8,Success
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",28-11-2017,05:41:00,Soyuz 2.1b/Fregat-M,Meteor-M No.2-1 & Rideshares,Active,25,Failure
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",02-12-2017,10:43:00,Soyuz 2.1b,Cosmos 2524,Active,20,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",03-12-2017,04:11:00,Long March 2D,LKW-1,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",10-12-2017,16:41:00,Long March 3B/E,Alcomsat-1,Active,29.15,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12-12-2017,18:36:00,Ariane 5 ES,Galileo FOC FM15-FM18,Retired,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",15-12-2017,15:36:00,Falcon 9 Block 3,CRS-13,Retired,62,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",17-12-2017,07:21:00,Soyuz FG,Soyuz MS-07 (53S),Retired,,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",17-12-2017,,New Shepard,NS-7,Active,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",23-12-2017,01:26:00,H-IIA 202,GCOM-C & SLATS,Active,90,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",23-12-2017,01:27:00,Falcon 9 Block 3,Iridium-4,Retired,62,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",23-12-2017,04:14:00,Long March 2D,LKW-2,Active,29.75,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",25-12-2017,19:44:00,Long March 2C,"Yaogan-30 G, H & I",Active,30.8,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",26-12-2017,19:00:00,Zenit-3 SLBF,AngoSat-1,Retired,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",08-01-2018,01:00:00,Falcon 9 Block 4,Zuma,Retired,62,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",09-01-2018,03:24:00,Long March 2D,SuperView 03 & 04,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",11-01-2018,23:18:00,Long March 3B/YZ-1,BeiDou-3 M7 & M8,Active,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",12-01-2018,03:58:00,PSLV-XL,Cartosat-2F & Rideshares,Active,31,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",12-01-2018,22:11:00,"Delta IV Medium+ (5,2)",NROL-47,Retired,,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",13-01-2018,07:20:00,Long March 2D,LKW-3,Active,29.75,Success
JAXA,"Mu Pad, Uchinoura Space Center, Japan",17-01-2018,21:06:00,Epsilon PBS,ASNARO 2,Active,39,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",19-01-2018,04:12:00,Long March 11,"Jilin-1 07, 08 & Others",Active,5.3,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",20-01-2018,00:48:00,Atlas V 411,SBIRS GEO-4,Retired,115,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",21-01-2018,01:43:00,Electron/Curie,Still Testing,Active,7.5,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",25-01-2018,05:39:00,Long March 2C,"Yaogan 30 J, K & L",Active,30.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",25-01-2018,22:20:00,Ariane 5 ECA,SES-14/GOLD & Al Yah-3,Active,200,Partial Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",31-01-2018,21:25:00,Falcon 9 Block 3,GovSat-1 / SES-16,Retired,62,Success
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",01-02-2018,02:07:00,Soyuz 2.1a/Fregat-M,Kanopus-V No. 3-4 & Rideshares,Active,23,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",02-02-2018,07:50:00,Long March 2D,CSES & Rideshares,Active,29.75,Success
JAXA,"Uchinoura Space Center, Japan",03-02-2018,05:03:00,SS-520,Tricom-1R,Active,,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",06-02-2018,20:45:00,Falcon Heavy,Test Flight,Active,90,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",12-02-2018,05:10:00,Long March 3B/YZ-1,BeiDou-3 M3 & M4,Active,,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",13-02-2018,08:13:00,Soyuz 2.1a,Progress MS-08 (69P),Active,17.42,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",22-02-2018,14:17:00,Falcon 9 Block 3,"PAZ & Tintin A, Tintin B",Retired,62,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",27-02-2018,04:34:00,H-IIA 202,IGS-Optical 6,Active,90,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",01-03-2018,22:02:00,Atlas V 541,GOES-S (GOES-17),Active,145,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",06-03-2018,05:33:00,Falcon 9 Block 4,Hispasat 30W-6,Retired,62,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",09-03-2018,17:10:00,Soyuz ST-B/Fregat-MT,O3b FM13-FM16,Active,30,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",17-03-2018,07:10:00,Long March 2D,LKW-4,Active,29.75,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",21-03-2018,17:44:00,Soyuz FG,Soyuz MS-08 (54S),Retired,,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",29-03-2018,11:26:00,GSLV Mk II,GSAT-6A,Active,47,Success
Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",29-03-2018,17:38:00,Soyuz 2.1v,Cosmos 2525,Active,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",29-03-2018,17:50:00,Long March 3B/YZ-1,BeiDou-3 M9 & M10,Active,,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",30-03-2018,14:14:00,Falcon 9 Block 4,Iridium-5,Retired,62,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",31-03-2018,03:22:00,Long March 4C,Gaofen-1 02-04,Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",02-04-2018,20:30:00,Falcon 9 Block 4,CRS-14,Retired,62,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",05-04-2018,21:34:00,Ariane 5 ECA,Superbird-B3/DSN-1 & HYLAS-4,Active,200,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",10-04-2018,04:25:00,Long March 4C,"Yaogan 31 A, B, & C",Active,64.68,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",11-04-2018,22:34:00,PSLV-XL,IRNSS-1I,Active,31,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",14-04-2018,23:13:00,Atlas V 551,AFSPC-11,Active,153,Success
VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",18-04-2018,22:12:00,Proton-M/Briz-M,Blagovest-12L,Active,65,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",18-04-2018,22:51:00,Falcon 9 Block 4,Transiting Exoplanet Survey Satellite (TESS),Retired,62,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",25-04-2018,17:57:00,Rokot/Briz KM,Sentinel-3B,Retired,41.8,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",26-04-2018,04:42:00,Long March 11,Zhuhai-1 2A to 2D,Active,5.3,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",29-04-2018,17:06:00,New Shepard,NS-8,Active,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",03-05-2018,16:05:00,Long March 3B/E,Apstar 6C,Active,29.15,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",05-05-2018,11:05:00,Atlas V 401,InSight,Active,109,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",08-05-2018,18:28:00,Long March 4C,Gaofen 5,Active,64.68,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",11-05-2018,20:14:00,Falcon 9 Block 5,Bangabandhu-1,Active,67,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",20-05-2018,21:28:00,Long March 4C,"Queqiao, Longjiang 1 & 2",Active,64.68,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",21-05-2018,04:44:00,Antares 230,CRS OA-9E,Retired,85,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",22-05-2018,19:47:00,Falcon 9 Block 4,Iridium-6 & GRACE-FO,Retired,62,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",02-06-2018,04:13:00,Long March 2D,Gaofen 6 & Luojia 1,Active,29.75,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",04-06-2018,04:29:00,Falcon 9 Block 4,SES-12,Retired,62,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",05-06-2018,13:07:00,Long March 3A,Fengyun 2H,Active,69.7,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",06-06-2018,11:12:00,Soyuz FG,Soyuz MS-09 (55S),Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",12-06-2018,04:20:00,H-IIA 202,IGS Radar-6,Active,90,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",16-06-2018,21:30:00,Soyuz 2.1b/Fregat-M,GLONASS-M No.53S,Active,25,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",27-06-2018,03:30:00,Long March 2C,XJSS A & B,Active,30.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",29-06-2018,09:42:00,Falcon 9 Block 4,CRS-15,Retired,62,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",09-07-2018,03:56:00,Long March 2C,PRSS-1 & PakTES-1A,Active,30.8,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",09-07-2018,20:50:00,Long March 3A,BeiDou-2 I7,Active,69.7,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",09-07-2018,21:51:00,Soyuz 2.1a,Progress MS-09 (70P),Active,17.42,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",18-07-2018,15:11:00,New Shepard,NS-9 (Inflight Escape Test),Active,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",22-07-2018,05:50:00,Falcon 9 Block 5,Telstar 19V,Active,67,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",25-07-2018,11:25:00,Ariane 5 ES,Galileo FOC FM19-FM22,Retired,,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",25-07-2018,11:39:00,Falcon 9 Block 5,Iridium-7,Active,67,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",29-07-2018,01:48:00,Long March 3B/YZ-1,BeiDou-3 M5 & M6,Active,,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",31-07-2018,03:00:00,Long March 4B,Gaofen 11,Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",07-08-2018,05:18:00,Falcon 9 Block 5,Merah Putih (Telkom-4),Active,67,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",12-08-2018,07:31:00,Delta IV Heavy,Parker Solar Probe,Active,350,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",22-08-2018,21:20:00,Vega,ADM-Aeolus,Active,37,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",24-08-2018,23:52:00,Long March 3B/YZ-1,BeiDou-3 M11 & M12,Active,,Success
Exos,"Vertical Launch Area, Spaceport America, New Mexico",25-08-2018,18:15:00,SARGE,Launch 1,Active,,Partial Failure
CASC,"Taiyuan Satellite Launch Center, China",07-09-2018,03:15:00,Long March 2C,Haiyang 1C (HY-1C),Active,30.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",10-09-2018,04:45:00,Falcon 9 Block 5,Telstar 18V / APStar 5C,Active,67,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",15-09-2018,13:02:00,Delta II 7420-10C,ICESat-2,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",16-09-2018,16:38:00,PSLV-CA,SSTL-1 & NovaSAR-S,Active,21,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",19-09-2018,14:07:00,Long March 3B/YZ-1,BeiDou-3 M13 & M14,Active,,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",22-09-2018,17:52:00,H-IIB,HTV-7,Retired,112.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",25-09-2018,22:38:00,Ariane 5 ECA,Horizons-3e & Azerspace 2/Intelsat 38,Active,200,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",29-09-2018,04:13:00,Kuaizhou 1A,CentiSpace-1 S1,Active,5.8,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",08-10-2018,02:21:00,Falcon 9 Block 5,SAOCOM 1A,Active,67,Success
